id,title,link,duration,rank,artist_id,artist_name
1748933417,Oh What A Night,https://www.deezer.com/track/1748933417,148,289356,132110672,Mecdoux
1792803357,Wake Me Up,https://www.deezer.com/track/1792803357,179,217312,132110672,Mecdoux
1942070297,Every Breath You Take,https://www.deezer.com/track/1942070297,170,186622,132110672,Mecdoux
1984381977,Waka Waka (This Time for Africa),https://www.deezer.com/track/1984381977,158,108531,132110672,Mecdoux
1851222557,Another Day In Paradise,https://www.deezer.com/track/1851222557,138,299648,132110672,Mecdoux
1628125092,I Follow Rivers,https://www.deezer.com/track/1628125092,158,275770,132110672,Mecdoux
2463253755,Feel So Close,https://www.deezer.com/track/2463253755,145,325347,132110672,Mecdoux
1942376397,This Love,https://www.deezer.com/track/1942376397,137,199860,132110672,Mecdoux
1962411747,My House,https://www.deezer.com/track/1962411747,165,244249,132110672,Mecdoux
1903901327,Human,https://www.deezer.com/track/1903901327,177,187065,132110672,Mecdoux
2517124811,Blinding Lights,https://www.deezer.com/track/2517124811,168,308015,132110672,Mecdoux
3019810261,Stick Season,https://www.deezer.com/track/3019810261,186,266460,132110672,Mecdoux
2328853065,Sight To Behold,https://www.deezer.com/track/2328853065,122,200878,132110672,Mecdoux
2595212322,Houdini,https://www.deezer.com/track/2595212322,133,287250,132110672,Mecdoux
2583635142,Sweet Dreams,https://www.deezer.com/track/2583635142,121,391701,132110672,Mecdoux
2725225201,Lose Control,https://www.deezer.com/track/2725225201,177,335736,132110672,Mecdoux
2546115412,Another Day In Paradise,https://www.deezer.com/track/2546115412,137,343158,132110672,Mecdoux
1593274841,Sweet Dreams,https://www.deezer.com/track/1593274841,126,279309,132110672,Mecdoux
2967176381,Belong Together,https://www.deezer.com/track/2967176381,164,318313,132110672,Mecdoux
2739683101,Mwaki,https://www.deezer.com/track/2739683101,138,303168,132110672,Mecdoux
2636006192,Water,https://www.deezer.com/track/2636006192,156,375600,132110672,Mecdoux
1628157092,Dynamite,https://www.deezer.com/track/1628157092,118,150233,132110672,Mecdoux
3102303681,I Had Some Help,https://www.deezer.com/track/3102303681,159,229240,132110672,Mecdoux
3041705711,Rosa (Que Linda Eres),https://www.deezer.com/track/3041705711,130,316901,132110672,Mecdoux
2592543602,Iris,https://www.deezer.com/track/2592543602,172,284909,132110672,Mecdoux
3252398731,That's So True,https://www.deezer.com/track/3252398731,172,310710,132110672,Mecdoux
3250523791,Stumblin' In,https://www.deezer.com/track/3250523791,168,293347,132110672,Mecdoux
2647390672,Don't Start Now,https://www.deezer.com/track/2647390672,148,250769,132110672,Mecdoux
2688749832,Bloom,https://www.deezer.com/track/2688749832,137,308466,132110672,Mecdoux
3177530541,Stargazing,https://www.deezer.com/track/3177530541,186,273454,132110672,Mecdoux
1621946152,Owner Of A Lonely Heart,https://www.deezer.com/track/1621946152,180,298636,132110672,Mecdoux
3147047391,Birds Of A Feather,https://www.deezer.com/track/3147047391,200,326060,132110672,Mecdoux
3325502361,Messy,https://www.deezer.com/track/3325502361,187,310842,132110672,Mecdoux
2110294007,California Dreamin',https://www.deezer.com/track/2110294007,145,116342,132110672,Mecdoux
